Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,higher_high,lower_low,higher_low,lower_high,lowest_low,highest_high
2024-11-06 09:00:00+00:00,1.2915558815002441,1.2922568321228027,1.2896901369094849,1.29027259349823,0,0.0,0.0,False,False,False,True,False,False
2024-11-06 10:00:00+00:00,1.2902226448059082,1.2908555269241333,1.2886930704116821,1.2893409729003906,0,0.0,0.0,False,False,False,False,False,False
2024-11-06 11:00:00+00:00,1.2889920473098755,1.2889920473098755,1.285264492034912,1.28564453125,0,0.0,0.0,False,False,False,False,False,False
2024-11-06 12:00:00+00:00,1.2859750986099243,1.2868356704711914,1.2847195863723755,1.2855783700942993,0,0.0,0.0,False,False,False,False,False,False
2024-11-06 13:00:00+00:00,1.2852479219436646,1.2871172428131104,1.2843235731124878,1.286554217338562,0,0.0,0.0,False,False,False,False,False,False
2024-11-06 14:00:00+00:00,1.2862563133239746,1.2869516611099243,1.2835652828216553,1.2857933044433594,0,0.0,0.0,False,True,True,False,False,False
2024-11-06 15:00:00+00:00,1.286719799041748,1.2889255285263062,1.2860909700393677,1.2889255285263062,0,0.0,0.0,False,False,False,False,False,False
2024-11-06 16:00:00+00:00,1.2889089584350586,1.2896403074264526,1.287133812904358,1.2895904779434204,0,0.0,0.0,False,False,False,False,False,False
2024-11-06 17:00:00+00:00,1.289723515510559,1.2908722162246704,1.2888922691345215,1.289008617401123,0,0.0,0.0,False,False,False,False,False,False
2024-11-06 18:00:00+00:00,1.2890751361846924,1.2919062376022339,1.2889255285263062,1.2908889055252075,0,0.0,0.0,True,False,False,True,False,False
2024-11-06 19:00:00+00:00,1.2906723022460938,1.2906723022460938,1.2887760400772095,1.2889422178268433,0,0.0,0.0,False,False,False,False,False,False
2024-11-06 20:00:00+00:00,1.2891747951507568,1.2898732423782349,1.2888258695602417,1.2888258695602417,0,0.0,0.0,False,False,False,False,False,False
2024-11-06 21:00:00+00:00,1.2886930704116821,1.288759469985962,1.2879958152770996,1.2879958152770996,0,0.0,0.0,False,False,False,False,False,False
2024-11-06 22:00:00+00:00,1.2880953550338745,1.288443922996521,1.2877801656723022,1.288078784942627,0,0.0,0.0,False,False,False,False,False,False
2024-11-06 23:00:00+00:00,1.2878466844558716,1.2885268926620483,1.2875481843948364,1.2882779836654663,0,0.0,0.0,False,True,True,False,False,False
2024-11-07 00:00:00+00:00,1.2882779836654663,1.2891913652420044,1.2879295349121094,1.2880953550338745,0,0.0,0.0,False,False,False,False,False,False
2024-11-07 01:00:00+00:00,1.288078784942627,1.2890418767929077,1.2877471446990967,1.2889422178268433,0,0.0,0.0,False,False,False,False,False,False
2024-11-07 02:00:00+00:00,1.2890418767929077,1.2911889553070068,1.2890418767929077,1.2911889553070068,0,0.0,0.0,False,False,False,False,False,False
2024-11-07 03:00:00+00:00,1.2911555767059326,1.2923569679260254,1.2910722494125366,1.2922067642211914,0,0.0,0.0,False,False,False,False,False,False
2024-11-07 04:00:00+00:00,1.2922568321228027,1.292590856552124,1.2915725708007812,1.2920564413070679,0,0.0,0.0,False,False,False,False,False,False
2024-11-07 05:00:00+00:00,1.2921398878097534,1.2934435606002808,1.2921398878097534,1.2929751873016357,0,0.0,0.0,False,False,False,False,False,False
2024-11-07 06:00:00+00:00,1.2931592464447021,1.293426752090454,1.2927078008651733,1.2933430671691895,0,0.0,0.0,False,False,False,False,False,False
2024-11-07 07:00:00+00:00,1.2928415536880493,1.2946995496749878,1.292641043663025,1.2932093143463135,0,0.0,0.0,False,False,False,True,False,False
2024-11-07 08:00:00+00:00,1.2930755615234375,1.2938618659973145,1.292590856552124,1.2928247451782227,0,0.0,0.0,False,False,False,False,False,False
2024-11-07 09:00:00+00:00,1.292657732963562,1.2926911115646362,1.2909055948257446,1.2909055948257446,0,0.0,0.0,False,False,False,False,False,False
2024-11-07 10:00:00+00:00,1.291122317314148,1.2917560338974,1.2899564504623413,1.290355920791626,0,0.0,0.0,False,True,False,False,False,False
2024-11-07 11:00:00+00:00,1.2905391454696655,1.2912555932998657,1.2902226448059082,1.290555715560913,0,0.0,0.0,False,False,False,False,False,False
2024-11-07 12:00:00+00:00,1.290289282798767,1.2955045700073242,1.290289282798767,1.2954542636871338,0,0.0,0.0,False,False,False,False,False,False
2024-11-07 13:00:00+00:00,1.2958570718765259,1.2974375486373901,1.295638918876648,1.2972524166107178,0,0.0,0.0,False,False,False,False,False,False
2024-11-07 14:00:00+00:00,1.2972861528396606,1.299545168876648,1.2966301441192627,1.2991230487823486,0,0.0,0.0,False,False,False,False,False,False
2024-11-07 15:00:00+00:00,1.2988699674606323,1.3006776571273804,1.2986170053482056,1.299899935722351,0,0.0,0.0,True,False,False,True,False,False
2024-11-07 16:00:00+00:00,1.2998660802841187,1.3000181913375854,1.2980775833129883,1.298566460609436,0,0.0,0.0,False,False,False,False,False,False
2024-11-07 17:00:00+00:00,1.2981956005096436,1.2989881038665771,1.2976564168930054,1.2989881038665771,0,0.0,0.0,False,False,False,False,False,False
2024-11-07 18:00:00+00:00,1.2988868951797485,1.2988868951797485,1.2972187995910645,1.2972187995910645,0,0.0,0.0,False,False,False,False,False,False
2024-11-07 19:00:00+00:00,1.2976058721542358,1.297808051109314,1.2951858043670654,1.2968486547470093,0,0.0,0.0,False,True,True,False,False,False
2024-11-07 20:00:00+00:00,1.2962435483932495,1.298971176147461,1.2962435483932495,1.2983471155166626,0,0.0,0.0,False,False,False,False,False,False
2024-11-07 21:00:00+00:00,1.2980270385742188,1.2987687587738037,1.2979090213775635,1.2987180948257446,0,0.0,0.0,False,False,False,False,False,False
2024-11-07 22:00:00+00:00,1.2988194227218628,1.29902184009552,1.2986844778060913,1.298937439918518,0,0.0,0.0,True,False,False,True,False,False
2024-11-07 23:00:00+00:00,1.2986170053482056,1.2986170053482056,1.2981280088424683,1.298380970954895,0,0.0,0.0,False,False,False,False,False,False
2024-11-08 00:00:00+00:00,1.2983640432357788,1.298380970954895,1.2976226806640625,1.297774314880371,0,0.0,0.0,False,False,False,False,False,False
2024-11-08 01:00:00+00:00,1.2978248596191406,1.2979090213775635,1.296562910079956,1.2972692251205444,0,0.0,0.0,False,False,False,False,False,False
2024-11-08 02:00:00+00:00,1.2973533868789673,1.2976058721542358,1.2963443994522095,1.2965123653411865,0,0.0,0.0,False,False,False,False,False,False
2024-11-08 03:00:00+00:00,1.2966804504394531,1.2975218296051025,1.2963947057724,1.2964956760406494,0,0.0,0.0,False,False,False,False,False,False
2024-11-08 04:00:00+00:00,1.2964115142822266,1.2969160079956055,1.2962435483932495,1.296764612197876,0,0.0,0.0,False,False,False,False,False,False
2024-11-08 05:00:00+00:00,1.2968318462371826,1.2973533868789673,1.2966973781585693,1.2970504760742188,0,0.0,0.0,False,False,False,False,False,False
2024-11-08 06:00:00+00:00,1.2971514463424683,1.2973029613494873,1.29629385471344,1.2968990802764893,0,0.0,0.0,False,False,False,False,False,False
2024-11-08 07:00:00+00:00,1.297117829322815,1.2973365783691406,1.2963274717330933,1.2964619398117065,0,0.0,0.0,False,False,False,False,False,False
2024-11-08 08:00:00+00:00,1.2967478036880493,1.2967478036880493,1.2937949895858765,1.2956892251968384,0,0.0,0.0,False,False,True,False,False,False
2024-11-08 09:00:00+00:00,1.295823574066162,1.2970000505447388,1.2956557273864746,1.2959579229354858,0,0.0,0.0,False,False,False,False,False,False
2024-11-08 10:00:00+00:00,1.2959747314453125,1.2961763143539429,1.295068383216858,1.2961763143539429,0,0.0,0.0,False,False,False,False,False,False
2024-11-08 11:00:00+00:00,1.2963947057724,1.2976900339126587,1.29629385471344,1.296764612197876,0,0.0,0.0,True,False,False,False,False,False
2024-11-08 12:00:00+00:00,1.296562910079956,1.2965795993804932,1.2939623594284058,1.2943978309631348,0,0.0,0.0,False,False,False,False,False,False
2024-11-08 13:00:00+00:00,1.2942973375320435,1.2950180768966675,1.2929251194000244,1.2943978309631348,0,0.0,0.0,False,False,False,False,False,False
2024-11-08 14:00:00+00:00,1.2942973375320435,1.2948503494262695,1.293426752090454,1.2940293550491333,0,0.0,0.0,False,False,False,False,False,False
2024-11-08 15:00:00+00:00,1.29361093044281,1.2946659326553345,1.2924071550369263,1.2939456701278687,0,0.0,0.0,False,False,False,False,False,False
2024-11-08 16:00:00+00:00,1.2940293550491333,1.294113039970398,1.29027259349823,1.29027259349823,0,0.0,0.0,False,False,False,False,False,False
2024-11-08 17:00:00+00:00,1.2904391288757324,1.2904391288757324,1.2885268926620483,1.2897900342941284,0,0.0,0.0,False,True,True,False,False,False
2024-11-08 18:00:00+00:00,1.289823293685913,1.2910722494125366,1.2897402048110962,1.2905889749526978,0,0.0,0.0,False,False,False,False,False,False
2024-11-08 19:00:00+00:00,1.2906389236450195,1.2914390563964844,1.2904391288757324,1.291388988494873,0,0.0,0.0,False,False,False,False,False,False
2024-11-08 20:00:00+00:00,1.291305661201477,1.292306900024414,1.2910555601119995,1.29215669631958,0,0.0,0.0,False,False,False,False,False,False
2024-11-08 21:00:00+00:00,1.2921899557113647,1.2925406694412231,1.291388988494873,1.2919394969940186,0,0.0,0.0,False,False,False,False,False,False
2024-11-08 22:00:00+00:00,1.2921398878097534,1.2921398878097534,1.2921398878097534,1.2921398878097534,0,0.0,0.0,False,False,False,False,False,False
2024-11-11 00:00:00+00:00,1.2915223836898804,1.2920063734054565,1.2910722494125366,1.2914557456970215,0,0.0,0.0,False,False,False,False,False,False
2024-11-11 01:00:00+00:00,1.2915891408920288,1.292590856552124,1.2915558815002441,1.2918561697006226,0,0.0,0.0,True,False,False,True,False,False
2024-11-11 02:00:00+00:00,1.2917894124984741,1.2923569679260254,1.291388988494873,1.2918895483016968,0,0.0,0.0,False,False,False,False,False,False
2024-11-11 03:00:00+00:00,1.2919729948043823,1.2922735214233398,1.2913223505020142,1.2915891408920288,0,0.0,0.0,False,False,False,False,False,False
2024-11-11 04:00:00+00:00,1.2914724349975586,1.2914891242980957,1.2902060747146606,1.291205644607544,0,0.0,0.0,False,False,False,False,False,False
2024-11-11 05:00:00+00:00,1.29128897190094,1.2916725873947144,1.2908555269241333,1.2915558815002441,0,0.0,0.0,False,False,False,False,False,False
2024-11-11 06:00:00+00:00,1.2912722826004028,1.2919062376022339,1.2911889553070068,1.2919062376022339,0,0.0,0.0,False,False,False,False,False,False
2024-11-11 07:00:00+00:00,1.2918394804000854,1.2921899557113647,1.2892411947250366,1.289706826210022,0,0.0,0.0,False,False,False,False,False,False
2024-11-11 08:00:00+00:00,1.289607048034668,1.2903724908828735,1.2889422178268433,1.2899730205535889,0,0.0,0.0,False,False,False,False,False,False
2024-11-11 09:00:00+00:00,1.290289282798767,1.290289282798767,1.2884273529052734,1.2901394367218018,0,0.0,0.0,False,False,False,False,False,False
2024-11-11 10:00:00+00:00,1.2900896072387695,1.2906889915466309,1.2884937524795532,1.2884937524795532,0,0.0,0.0,False,False,False,False,False,False
2024-11-11 11:00:00+00:00,1.2882945537567139,1.2888091802597046,1.2877801656723022,1.2885932922363281,0,0.0,0.0,False,False,False,False,False,False
2024-11-11 12:00:00+00:00,1.2885435819625854,1.2889587879180908,1.2876641750335693,1.288195013999939,0,0.0,0.0,False,False,False,False,False,False
2024-11-11 13:00:00+00:00,1.2882779836654663,1.2884604930877686,1.2856279611587524,1.2867032289505005,0,0.0,0.0,False,True,True,False,False,False
2024-11-11 14:00:00+00:00,1.2868688106536865,1.2877304553985596,1.2863225936889648,1.286852240562439,0,0.0,0.0,False,False,False,False,False,False
2024-11-11 15:00:00+00:00,1.2873823642730713,1.2875149250030518,1.28585946559906,1.2869349718093872,0,0.0,0.0,False,False,False,False,False,False
2024-11-11 16:00:00+00:00,1.2871006727218628,1.2875481843948364,1.2865873575210571,1.2869682312011719,0,0.0,0.0,False,False,False,False,False,False
2024-11-11 17:00:00+00:00,1.287166953086853,1.2872498035430908,1.2862563133239746,1.2863887548446655,0,0.0,0.0,False,False,False,False,False,False
2024-11-11 18:00:00+00:00,1.286372184753418,1.2866700887680054,1.285826325416565,1.2866039276123047,0,0.0,0.0,False,False,False,False,False,False
2024-11-11 19:00:00+00:00,1.2864713668823242,1.286686658859253,1.286173701286316,1.286173701286316,0,0.0,0.0,False,False,False,False,False,False
2024-11-11 20:00:00+00:00,1.2863060235977173,1.286686658859253,1.2862894535064697,1.2866535186767578,0,0.0,0.0,False,False,False,False,False,False
2024-11-11 21:00:00+00:00,1.2867363691329956,1.2870509624481201,1.286719799041748,1.2869184017181396,0,0.0,0.0,False,False,False,False,False,False
2024-11-11 22:00:00+00:00,1.2872000932693481,1.2874486446380615,1.2867363691329956,1.2871006727218628,0,0.0,0.0,True,False,False,False,False,False
2024-11-11 23:00:00+00:00,1.2868025302886963,1.2873326539993286,1.2864052057266235,1.2872995138168335,0,0.0,0.0,False,False,False,False,False,False
2024-11-12 00:00:00+00:00,1.2873492240905762,1.2873492240905762,1.2863887548446655,1.2866535186767578,0,0.0,0.0,False,False,False,False,False,False
2024-11-12 01:00:00+00:00,1.2866535186767578,1.287133812904358,1.2858924865722656,1.2862728834152222,0,0.0,0.0,False,False,False,False,False,False
2024-11-12 02:00:00+00:00,1.2859255075454712,1.2860578298568726,1.2848681211471558,1.2850496768951416,0,0.0,0.0,False,False,False,False,False,False
2024-11-12 03:00:00+00:00,1.2850992679595947,1.2854957580566406,1.284224510192871,1.284224510192871,0,0.0,0.0,False,False,False,False,False,False
2024-11-12 04:00:00+00:00,1.2841585874557495,1.284488558769226,1.2837300300598145,1.284488558769226,0,0.0,0.0,False,False,False,False,False,False
2024-11-12 05:00:00+00:00,1.2843400239944458,1.284703016281128,1.283202886581421,1.2833346128463745,0,0.0,0.0,False,False,False,False,False,False
2024-11-12 06:00:00+00:00,1.2831369638442993,1.2831369638442993,1.2816569805145264,1.2825446128845215,0,0.0,0.0,False,False,False,False,False,False
2024-11-12 07:00:00+00:00,1.2820513248443604,1.2827584743499756,1.2802950143814087,1.2814927101135254,0,0.0,0.0,False,False,False,False,False,False
2024-11-12 08:00:00+00:00,1.281295657157898,1.2825446128845215,1.2793940305709839,1.2825446128845215,0,0.0,0.0,False,True,False,False,False,False
2024-11-12 09:00:00+00:00,1.2824130058288574,1.2826926708221436,1.2813942432403564,1.2823801040649414,0,0.0,0.0,False,False,False,False,False,False
2024-11-12 10:00:00+00:00,1.2824459075927734,1.2824623584747314,1.2806720733642578,1.2818540334701538,0,0.0,0.0,False,False,False,False,False,False
2024-11-12 11:00:00+00:00,1.2821005582809448,1.2831369638442993,1.2819197177886963,1.2822321653366089,0,0.0,0.0,False,False,False,True,False,False
2024-11-12 12:00:00+00:00,1.2824294567108154,1.2827913761138916,1.2811315059661865,1.2821828126907349,0,0.0,0.0,False,False,False,False,False,False
2024-11-12 13:00:00+00:00,1.2821005582809448,1.2824130058288574,1.280524492263794,1.2809181213378906,0,0.0,0.0,False,False,False,False,False,False
2024-11-12 14:00:00+00:00,1.2810330390930176,1.2810330390930176,1.2785108089447021,1.2791157960891724,0,0.0,0.0,False,False,False,False,False,False
2024-11-12 15:00:00+00:00,1.2791322469711304,1.2791322469711304,1.2758194208145142,1.276356816291809,0,0.0,0.0,False,False,False,False,False,False
2024-11-12 16:00:00+00:00,1.2764382362365723,1.2765686511993408,1.273382544517517,1.273382544517517,0,0.0,0.0,False,False,False,False,False,False
2024-11-12 17:00:00+00:00,1.2733014822006226,1.2735283374786377,1.2721675634384155,1.2734798192977905,0,0.0,0.0,False,True,True,False,False,False
2024-11-12 18:00:00+00:00,1.2734798192977905,1.274518609046936,1.2734798192977905,1.2744860649108887,0,0.0,0.0,False,False,False,False,False,False
2024-11-12 19:00:00+00:00,1.2744210958480835,1.274632215499878,1.2738043069839478,1.273820400238037,0,0.0,0.0,False,False,False,False,False,False
2024-11-12 20:00:00+00:00,1.2737879753112793,1.2746647596359253,1.2736419439315796,1.2746647596359253,0,0.0,0.0,False,False,False,False,False,False
2024-11-12 21:00:00+00:00,1.2747459411621094,1.2751848697662354,1.2747459411621094,1.2748922109603882,0,0.0,0.0,False,False,False,False,False,False
2024-11-12 22:00:00+00:00,1.2751524448394775,1.275363802909851,1.2743885517120361,1.2749735116958618,0,0.0,0.0,False,False,False,True,False,False
2024-11-12 23:00:00+00:00,1.2745022773742676,1.2745022773742676,1.2737717628479004,1.2737717628479004,0,0.0,0.0,False,False,False,False,False,False
2024-11-13 00:00:00+00:00,1.2737069129943848,1.274047613143921,1.2731878757476807,1.2736095190048218,0,0.0,0.0,False,True,False,False,False,False
2024-11-13 01:00:00+00:00,1.2738852500915527,1.27524995803833,1.2737717628479004,1.274941086769104,0,0.0,0.0,False,False,False,False,False,False
2024-11-13 02:00:00+00:00,1.2751848697662354,1.2754125595092773,1.2746485471725464,1.2753475904464722,0,0.0,0.0,False,False,False,False,False,False
2024-11-13 03:00:00+00:00,1.27538001537323,1.2754939794540405,1.2742424011230469,1.2744860649108887,0,0.0,0.0,True,False,False,False,False,False
2024-11-13 04:00:00+00:00,1.2745022773742676,1.2747622728347778,1.2740962505340576,1.2744860649108887,0,0.0,0.0,False,False,False,False,False,False
2024-11-13 05:00:00+00:00,1.2747135162353516,1.2748109102249146,1.2738852500915527,1.2743724584579468,0,0.0,0.0,False,False,False,False,False,False
2024-11-13 06:00:00+00:00,1.2744048833847046,1.2747135162353516,1.2735933065414429,1.2743074893951416,0,0.0,0.0,False,False,False,False,False,False
2024-11-13 07:00:00+00:00,1.2742749452590942,1.274518609046936,1.27304208278656,1.273820400238037,0,0.0,0.0,False,False,True,False,False,False
2024-11-13 08:00:00+00:00,1.2735933065414429,1.274534821510315,1.27304208278656,1.274534821510315,0,0.0,0.0,False,False,True,False,False,False
2024-11-13 09:00:00+00:00,1.2745510339736938,1.2755427360534668,1.2735283374786377,1.2752337455749512,0,0.0,0.0,False,False,False,False,False,False
2024-11-13 10:00:00+00:00,1.2751686573028564,1.2751686573028564,1.2738691568374634,1.2739503383636475,0,0.0,0.0,False,False,False,False,False,False
2024-11-13 11:00:00+00:00,1.2741937637329102,1.2755264043807983,1.2737555503845215,1.2755264043807983,0,0.0,0.0,False,False,False,False,False,False
2024-11-13 12:00:00+00:00,1.2755101919174194,1.2757542133331299,1.274323582649231,1.2745835781097412,0,0.0,0.0,False,False,False,False,False,False
2024-11-13 13:00:00+00:00,1.2745997905731201,1.276617407798767,1.2737555503845215,1.2756729125976562,0,0.0,0.0,True,False,False,True,False,False
2024-11-13 14:00:00+00:00,1.274957299232483,1.2755916118621826,1.270405888557434,1.2708903551101685,0,0.0,0.0,False,False,False,False,False,False
2024-11-13 15:00:00+00:00,1.271213412284851,1.2724589109420776,1.2688262462615967,1.2723617553710938,0,0.0,0.0,False,True,False,False,False,False
2024-11-13 16:00:00+00:00,1.2724913358688354,1.2725560665130615,1.2708418369293213,1.2708418369293213,0,0.0,0.0,False,False,False,True,False,False
2024-11-13 17:00:00+00:00,1.270938754081726,1.2721028327941895,1.270163893699646,1.2708741426467896,0,0.0,0.0,False,False,False,False,False,False
2024-11-13 18:00:00+00:00,1.2710033655166626,1.2711488008499146,1.270099401473999,1.270551085472107,0,0.0,0.0,False,False,False,False,False,False
2024-11-13 19:00:00+00:00,1.2706156969070435,1.2719248533248901,1.270551085472107,1.270599603652954,0,0.0,0.0,False,False,False,False,False,False
2024-11-13 20:00:00+00:00,1.2706964015960693,1.2709871530532837,1.270099401473999,1.2703412771224976,0,0.0,0.0,False,False,False,False,False,False
2024-11-13 21:00:00+00:00,1.270551085472107,1.271164894104004,1.270551085472107,1.2708903551101685,0,0.0,0.0,False,False,False,False,False,False
2024-11-13 22:00:00+00:00,1.2708741426467896,1.2715365886688232,1.2701315879821777,1.2709709405899048,0,0.0,0.0,False,False,False,False,False,False
2024-11-13 23:00:00+00:00,1.270809531211853,1.271164894104004,1.2706156969070435,1.2706964015960693,0,0.0,0.0,False,False,False,False,False,False
2024-11-14 00:00:00+00:00,1.270938754081726,1.2710517644882202,1.2705026865005493,1.2706319093704224,0,0.0,0.0,False,False,False,False,False,False
2024-11-14 01:00:00+00:00,1.2705672979354858,1.2705672979354858,1.269293189048767,1.2694705724716187,0,0.0,0.0,False,False,False,False,False,False
2024-11-14 02:00:00+00:00,1.2692770957946777,1.269422173500061,1.2684237957000732,1.2684398889541626,0,0.0,0.0,False,False,False,False,False,False
2024-11-14 03:00:00+00:00,1.268455982208252,1.2693415880203247,1.2683594226837158,1.2684398889541626,0,0.0,0.0,False,False,False,False,False,False
2024-11-14 04:00:00+00:00,1.2684237957000732,1.2685847282409668,1.2680217027664185,1.2683756351470947,0,0.0,0.0,False,False,False,False,False,False
2024-11-14 05:00:00+00:00,1.2683594226837158,1.2689228057861328,1.267603874206543,1.2687939405441284,0,0.0,0.0,False,False,False,False,False,False
2024-11-14 06:00:00+00:00,1.268777847290039,1.2695833444595337,1.2684398889541626,1.2685847282409668,0,0.0,0.0,False,False,False,False,False,False
2024-11-14 07:00:00+00:00,1.2683594226837158,1.2693737745285034,1.2682147026062012,1.2686330080032349,0,0.0,0.0,False,False,False,False,False,False
2024-11-14 08:00:00+00:00,1.268842339515686,1.2692770957946777,1.2668811082839966,1.2668811082839966,0,0.0,0.0,False,False,False,False,False,False
2024-11-14 09:00:00+00:00,1.2670738697052002,1.267539620399475,1.2657426595687866,1.2657747268676758,0,0.0,0.0,False,False,False,False,False,False
2024-11-14 10:00:00+00:00,1.2657105922698975,1.265854835510254,1.262977123260498,1.264222502708435,0,0.0,0.0,False,True,True,False,False,False
2024-11-14 11:00:00+00:00,1.2642863988876343,1.2659670114517212,1.2631206512451172,1.2659670114517212,0,0.0,0.0,False,False,False,False,False,False
2024-11-14 12:00:00+00:00,1.2657586336135864,1.2672022581100464,1.265358328819275,1.2665764093399048,0,0.0,0.0,False,False,False,False,False,False
2024-11-14 13:00:00+00:00,1.2664639949798584,1.2679253816604614,1.2646381855010986,1.2657266855239868,0,0.0,0.0,False,False,False,False,False,False
2024-11-14 14:00:00+00:00,1.2660791873931885,1.2701799869537354,1.2660791873931885,1.2692770957946777,0,0.0,0.0,False,False,False,False,False,False
2024-11-14 15:00:00+00:00,1.2694543600082397,1.2710840702056885,1.268842339515686,1.2709063291549683,0,0.0,0.0,False,False,False,False,False,False
